DealID,Scenario,LoanID,PeriodEndDate,BeginningBalance,GrossInterest,ServicingFee,NetInterest,ScheduledPrincipal,PrepaymentPrincipal,DefaultPrincipal,RecoveryAmount,RealizedLoss,EndingBalance,Status
CMBS_NEW_AEOYEE,Base,NI_L0001,2026-03-31,54549160.83,377798.4,11364.41,366433.99,34352.84,377083.88,91759.46,0.0,36703.79,54045964.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2026-03-31,21796738.49,103915.95,4540.99,99374.96,32827.0,150675.07,36665.22,0.0,14666.09,21576571.19,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2026-03-31,53914222.79,233852.94,11232.13,222620.81,128090.91,372694.73,90691.41,0.0,36276.56,53322745.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2026-03-31,67015352.23,348870.75,13961.53,334909.22,93084.74,463259.36,112729.38,0.0,45091.75,66346278.76,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2026-03-31,158480920.41,1022730.21,33016.86,989713.35,173697.56,1095536.58,266587.5,0.0,106635.0,156945098.78,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2026-03-31,8153585.21,44899.08,1698.66,43200.41,16411.4,56363.57,13715.49,0.0,5486.2,8067094.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2026-03-31,151300388.97,929614.81,31520.91,898093.89,115173.15,1045899.47,254508.82,0.0,101803.53,149884807.53,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2026-03-31,97917391.63,384896.95,20399.46,364497.49,123940.66,676876.96,164711.01,0.0,65884.4,96951863.0,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2026-03-31,97110135.59,329284.28,20231.28,309053.01,187005.78,671296.62,163353.09,0.0,65341.24,96088480.1,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2026-03-31,66848463.59,361204.53,13926.76,347277.77,60620.07,462105.7,112448.65,0.0,44979.46,66213289.17,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2026-03-31,23248036.64,98997.89,4843.34,94154.55,0.0,160707.51,39106.51,0.0,15642.6,23048222.62,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2026-03-31,84923158.31,597080.57,17692.32,579388.25,136519.64,587051.27,142852.86,0.0,57141.14,84056734.54,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2026-03-31,31646769.7,137373.35,6593.08,130780.28,36578.49,218765.73,53234.38,0.0,21293.75,31338191.11,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2026-03-31,97994452.06,471353.31,20415.51,450937.8,101885.99,677409.66,164840.64,0.0,65936.26,97050315.77,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2026-03-31,167881173.13,559883.71,34975.24,524908.47,0.0,1160518.03,282400.07,0.0,112960.03,166438255.03,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2026-03-31,96550805.54,363916.08,20114.75,343801.33,248111.34,667430.12,162412.22,0.0,64964.89,95472851.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2026-03-31,120378529.9,468473.11,25078.86,443394.25,304191.67,832144.86,202493.85,0.0,80997.54,119039699.52,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2026-03-31,91887984.87,481722.76,19143.33,462579.43,126765.01,635197.27,154568.69,0.0,61827.48,90971453.9,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2026-03-31,90386298.66,487483.44,18830.48,468652.96,0.0,624816.51,152042.64,0.0,60817.06,89609439.51,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2026-03-31,10403551.59,44544.54,2167.41,42377.13,12184.69,71916.99,17500.26,0.0,7000.1,10301949.66,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2026-03-31,56189753.31,188750.75,11706.2,177044.55,80512.92,388424.86,94519.18,0.0,37807.67,55626296.35,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2026-03-31,29277386.25,131040.7,6099.46,124941.25,32831.24,202386.81,49248.74,0.0,19699.49,28992919.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2026-03-31,40783678.02,219382.2,8496.6,210885.6,83610.44,281926.75,68603.96,0.0,27441.58,40349536.87,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2026-03-31,90189147.5,491004.75,18789.41,472215.34,183174.65,623453.66,151711.0,0.0,60684.4,89230808.18,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2026-03-31,58936850.56,197045.54,12278.51,184767.03,0.0,407414.82,99140.18,0.0,39656.07,58430295.56,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2026-03-31,84792153.99,443957.59,17665.03,426292.55,0.0,586145.68,142632.49,0.0,57053.0,84063375.82,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2026-03-31,95969602.37,672187.09,19993.67,652193.42,0.0,663412.41,161434.55,0.0,64573.82,95144755.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2026-03-31,94316272.64,560238.66,19649.22,540589.44,0.0,651983.38,158653.42,0.0,63461.37,93505635.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2026-03-31,142403885.22,953156.67,29667.48,923489.2,148960.05,984400.3,239543.64,0.0,95817.45,141030981.23,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2026-03-31,72676517.45,470035.38,15140.94,454894.44,79436.22,502393.49,122252.26,0.0,48900.91,71972435.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2026-03-31,99653285.56,618763.86,20761.1,598002.76,74685.78,688876.74,167631.03,0.0,67052.41,98722092.01,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2026-03-31,147533194.59,916918.8,30736.08,886182.72,169311.17,1019857.85,248171.86,0.0,99268.75,146095853.7,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2026-03-31,23902000.29,132317.49,4979.58,127337.91,0.0,165228.19,40206.57,0.0,16082.63,23696565.53,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2026-03-31,14178033.33,66329.57,2953.76,63375.81,21703.84,98008.98,23849.47,0.0,9539.79,14034471.03,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2026-03-31,142024302.8,696865.91,29588.4,667277.52,311484.98,981776.34,238905.12,0.0,95562.05,140492136.35,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2026-04-30,54045964.64,374313.34,11259.58,363053.77,34035.95,373605.42,90913.02,0.0,36365.21,53547410.25,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2026-04-30,21576571.19,102866.3,4495.12,98371.18,32495.42,149153.12,36294.87,0.0,14517.95,21358627.79,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2026-04-30,53322745.74,231287.41,11108.91,220178.5,126685.66,368606.0,89696.46,0.0,35878.58,52737757.62,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2026-04-30,66346278.76,345387.67,13822.14,331565.53,92155.39,458634.23,111603.9,0.0,44641.56,65683885.24,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2026-04-30,156945098.78,1012819.04,32696.9,980122.14,172014.27,1084919.85,264004.03,0.0,105601.61,155424160.63,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2026-04-30,8067094.74,44422.8,1680.64,42742.16,16237.31,55765.69,13570.0,0.0,5428.0,7981521.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2026-04-30,149884807.53,920917.24,31226.0,889691.24,114095.58,1036113.93,252127.61,0.0,100851.05,148482470.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2026-04-30,96951863.0,381101.61,20198.3,360903.31,122718.53,670202.52,163086.85,0.0,65234.74,95995855.09,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2026-04-30,96088480.1,325820.02,20018.43,305801.59,185038.37,664234.18,161634.52,0.0,64653.81,95077573.03,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2026-04-30,66213289.17,357772.47,13794.44,343978.04,60044.08,457714.91,111380.19,0.0,44552.08,65584149.99,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2026-04-30,23048222.62,98147.01,4801.71,93345.3,0.0,159326.25,38770.4,0.0,15508.16,22850125.97,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2026-04-30,84056734.54,590988.89,17511.82,573477.07,135126.8,581061.92,141395.41,0.0,56558.16,83199150.41,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2026-04-30,31338191.11,136033.86,6528.79,129505.07,36221.83,216632.61,52715.3,0.0,21086.12,31032621.37,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2026-04-30,97050315.77,466812.02,20218.82,446593.2,100904.36,670883.1,163252.47,0.0,65300.99,96115275.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2026-04-30,166438255.03,555071.58,34674.64,520396.94,0.0,1150543.52,279972.87,0.0,111989.15,165007738.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2026-04-30,95472851.86,359853.09,19890.18,339962.91,245341.27,659978.51,160598.95,0.0,64239.58,94406933.13,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2026-04-30,119039699.52,463262.83,24799.94,438462.89,300808.5,822889.88,200241.74,0.0,80096.7,117715759.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2026-04-30,90971453.9,476917.85,18952.39,457965.46,125500.6,628861.54,153026.95,0.0,61210.78,90064064.81,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2026-04-30,89609439.51,483293.58,18668.63,464624.94,0.0,619446.29,150735.85,0.0,60294.34,88839257.36,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2026-04-30,10301949.66,44109.51,2146.24,41963.27,12065.69,71214.65,17329.35,0.0,6931.74,10201339.97,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2026-04-30,55626296.35,186858.0,11588.81,175269.19,79705.55,384529.84,93571.36,0.0,37428.54,55068489.6,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2026-04-30,28992919.47,129767.48,6040.19,123727.28,32512.24,200420.36,48770.22,0.0,19508.09,28711216.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2026-04-30,40349536.87,217046.88,8406.15,208640.73,82720.41,278925.65,67873.67,0.0,27149.47,39920017.14,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2026-04-30,89230808.18,485787.39,18589.75,467197.64,181228.26,616828.92,150098.94,0.0,60039.58,88282652.07,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2026-04-30,58430295.56,195351.95,12172.98,183178.98,0.0,403913.14,98288.09,0.0,39315.23,57928094.33,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2026-04-30,84063375.82,440141.83,17513.2,422628.62,0.0,581107.83,141406.58,0.0,56562.63,83340861.42,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2026-04-30,95144755.4,666409.72,19821.82,646587.9,0.0,657710.46,160047.04,0.0,64018.82,94326997.89,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2026-04-30,93505635.84,555423.48,19480.34,535943.14,0.0,646379.67,157289.81,0.0,62915.92,92701966.36,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2026-04-30,141030981.23,943967.37,29381.45,914585.91,147523.94,974909.78,237234.21,0.0,94893.69,139671313.3,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2026-04-30,71972435.47,465481.73,14994.26,450487.47,78666.65,497526.36,121067.9,0.0,48427.16,71275174.56,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2026-04-30,98722092.01,612981.92,20567.1,592414.82,73987.89,682439.64,166064.63,0.0,66425.85,97799599.85,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2026-04-30,146095853.7,907985.73,30436.64,877549.09,167661.66,1009921.9,245754.05,0.0,98301.62,144672516.09,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2026-04-30,23696565.53,131180.24,4936.78,126243.45,0.0,163808.07,39861.0,0.0,15944.4,23492896.46,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2026-04-30,14034471.03,65657.93,2923.85,62734.09,21484.07,97016.58,23607.98,0.0,9443.19,13892362.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2026-04-30,140492136.35,689348.08,29269.2,660078.89,308124.66,971184.88,236327.8,0.0,94531.12,138976499.0,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2026-05-31,53547410.25,370860.44,11155.71,359704.73,33721.98,370159.05,90074.38,0.0,36029.75,53053454.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2026-05-31,21358627.79,101827.26,4449.71,97377.54,32167.19,147646.53,35928.26,0.0,14371.3,21142885.82,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2026-05-31,52737757.62,228750.02,10987.03,217762.99,125295.83,364562.13,88712.43,0.0,35484.97,52159187.22,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2026-05-31,65683885.24,341939.36,13684.14,328255.22,91235.32,454055.28,110489.66,0.0,44195.86,65028104.98,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2026-05-31,155424160.63,1003003.92,32380.03,970623.88,170347.3,1074406.01,261445.59,0.0,104578.24,153917961.72,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2026-05-31,7981521.74,43951.58,1662.82,42288.76,16065.07,55174.14,13426.06,0.0,5370.42,7896856.46,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2026-05-31,148482470.4,912301.05,30933.85,881367.2,113028.09,1026419.94,249768.68,0.0,99907.47,147093253.69,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2026-05-31,95995855.09,377343.71,19999.14,357344.57,121508.44,663593.89,161478.71,0.0,64591.49,95049274.05,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2026-05-31,95077573.03,322392.2,19807.83,302584.38,183091.66,657246.05,159934.03,0.0,63973.61,94077301.29,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2026-05-31,65584149.99,354373.02,13663.36,340709.66,59473.55,453365.84,110321.89,0.0,44128.76,64960988.71,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2026-05-31,22850125.97,97303.45,4760.44,92543.01,0.0,157956.86,38437.17,0.0,15374.87,22653731.94,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2026-05-31,83199150.41,584959.36,17333.16,567626.2,133748.18,575133.66,139952.83,0.0,55981.13,82350315.73,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2026-05-31,31032621.37,134707.44,6465.13,128242.31,35868.64,214520.28,52201.29,0.0,20880.52,30730031.16,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2026-05-31,96115275.84,462314.48,20024.02,442290.46,99932.19,664419.41,161679.6,0.0,64671.84,95189244.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2026-05-31,165007738.64,550300.81,34376.61,515924.2,0.0,1140654.74,277566.54,0.0,111026.62,163589517.36,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2026-05-31,94406933.13,355835.47,19668.11,336167.35,242602.13,652610.09,158805.92,0.0,63522.37,93352914.99,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2026-05-31,117715759.4,458110.5,24524.12,433586.38,297462.96,813737.83,198014.69,0.0,79205.88,116406543.92,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2026-05-31,90064064.81,472160.86,18763.35,453397.51,124248.8,622589.0,151500.6,0.0,60600.24,89165726.42,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2026-05-31,88839257.36,479139.73,18508.18,460631.55,0.0,614122.23,149440.3,0.0,59776.12,88075694.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2026-05-31,10201339.97,43678.74,2125.28,41553.46,11947.86,70519.16,17160.11,0.0,6864.04,10101712.85,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2026-05-31,55068489.6,184984.23,11472.6,173511.63,78906.29,380673.87,92633.05,0.0,37053.22,54516276.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2026-05-31,28711216.64,128506.62,5981.5,122525.12,32196.35,198473.03,48296.36,0.0,19318.54,28432250.9,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2026-05-31,39920017.14,214736.43,8316.67,206419.76,81839.85,275956.49,67151.16,0.0,26860.46,39495069.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2026-05-31,88282652.07,480625.47,18392.22,462233.25,179302.55,610274.56,148504.01,0.0,59401.6,87344570.96,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2026-05-31,57928094.33,193672.93,12068.35,181604.58,0.0,400441.56,97443.31,0.0,38977.32,57430209.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2026-05-31,83340861.42,436358.86,17362.68,418996.18,0.0,576113.28,140191.21,0.0,56076.48,82624556.93,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2026-05-31,94326997.89,660682.01,19651.46,641030.56,0.0,652057.52,158671.46,0.0,63468.58,93516268.91,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2026-05-31,92701966.36,550649.68,19312.91,531336.77,0.0,640824.11,155937.92,0.0,62375.17,91905204.33,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2026-05-31,139671313.3,934866.66,29098.19,905768.47,146101.68,965510.75,234947.06,0.0,93978.82,138324753.81,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2026-05-31,71275174.56,460972.19,14848.99,446123.2,77904.54,492706.38,119895.0,0.0,47958.0,70584668.64,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2026-05-31,97799599.85,607254.02,20374.92,586879.1,73296.52,676062.7,164512.87,0.0,65805.15,96885727.76,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2026-05-31,144672516.09,899139.69,30140.11,868999.58,166028.22,1000082.74,243359.8,0.0,97343.92,143263045.34,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2026-05-31,23492896.46,130052.76,4894.35,125158.41,0.0,162400.16,39518.4,0.0,15807.36,23290977.89,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2026-05-31,13892362.4,64993.1,2894.24,62098.86,21266.53,96034.22,23368.93,0.0,9347.57,13751692.72,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2026-05-31,138976499.0,681911.36,28953.44,652957.92,304800.6,960707.69,233778.28,0.0,93511.31,137477212.43,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2026-06-30,53053454.84,367439.39,11052.8,356386.58,33410.91,366744.47,89243.47,0.0,35697.39,52564055.99,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2026-06-30,21142885.82,100798.71,4404.77,96393.94,31842.27,146155.16,35565.35,0.0,14226.14,20929323.04,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2026-06-30,52159187.22,226240.47,10866.5,215373.98,123921.25,360562.63,87739.19,0.0,35095.68,51586964.15,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2026-06-30,65028104.98,338525.48,13547.52,324977.95,90324.44,449522.05,109386.54,0.0,43754.62,64378871.95,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2026-06-30,153917961.72,993283.91,32066.24,961217.67,168696.48,1063994.05,258911.95,0.0,103564.78,152426359.23,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2026-06-30,7896856.46,43485.36,1645.18,41840.18,15894.66,54588.87,13283.64,0.0,5313.46,7813089.29,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2026-06-30,147093253.69,903765.47,30644.43,873121.04,111970.59,1016816.66,247431.82,0.0,98972.73,145717034.62,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2026-06-30,95049274.05,373622.85,19801.93,353820.92,120310.29,657050.43,159886.43,0.0,63954.57,94112026.9,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2026-06-30,94077301.29,319000.45,19599.44,299401.01,181165.43,650331.44,158251.43,0.0,63300.57,93087552.99,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2026-06-30,64960988.71,351005.88,13533.54,337472.34,58908.45,449058.09,109273.64,0.0,43709.46,64343748.52,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2026-06-30,22653731.94,96467.14,4719.53,91747.61,0.0,156599.24,38106.81,0.0,15242.72,22459025.89,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2026-06-30,82350315.73,578991.34,17156.32,561835.03,132383.62,569265.9,138524.97,0.0,55409.99,81510141.25,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2026-06-30,30730031.16,133393.94,6402.09,126991.85,35518.89,212428.56,51692.29,0.0,20676.92,30430391.41,Defaulted
